Location,Author,Rating,Review Text,Time
Bank Mandiri Solo Sriwedari,Jevan Ansello,5 bintang,"pelayanan baik, tempatnya juga nyaman",sebulan lalu
Bank Mandiri Solo Sriwedari,Farochaaa,5 bintang,"Pelayanan cepat, CS ramah.",sebulan lalu
Bank Mandiri Solo Sriwedari,JEHA,5 bintang,"Pelayanannya baik, ramah, bersih, fasilitas cukup lengkap",5 tahun lalu
Bank Mandiri Solo Sriwedari,Cevin Alfansyah,5 bintang,"ruangan luas, nyaman",sebulan lalu
Bank Mandiri Solo Sriwedari,Septriyani Kaswindiarti,1 bintang,Hari ini tgl 30 November 2023 sekitar jam 08.30 saya mengalami pengalaman yg tidak menyenangkan di Mandiri. Jujur saya baru kali sekali menulis review buruk. Saya jg menjadi nasabah sudah cukup lama. Sepertinya pelayanan dari lini harus …,setahun lalu
Bank Mandiri Solo Sriwedari,Miranda Rose Mary,5 bintang,Mbak Gita CS nyaaa ramaah bgttt,sebulan lalu
Bank Mandiri Solo Sriwedari,elan6 5akti,1 bintang,Heran saya kenapa saldo saya tertahan padahal itu rekening gaji.,2 bulan lalu
Bank Mandiri Solo Sriwedari,Adha Sena,5 bintang,"Datang lalu pulang
Secepat itu pelayanannya💕
Sudah canggih yaa gg perlu antri lama2
Ganti kartu aja pake mesin. …",7 bulan lalu
Bank Mandiri Solo Sriwedari,Lukman Reza,4 bintang,pelayanan ramah dan cepat. proyokol kesehatan juga terlaksana dengan baik. disediakan cucitangan ataypun hand sanitizer. tinggal pilih. kassa dan cs yang melayaninjuga banyak. tidak terlalu antri.,4 tahun lalu
Bank Mandiri Solo Sriwedari,Obert dp,5 bintang,"Pelayanan Ramah dan fast respon
Mari yang belum punya atau masih ragu ragu untuk punya rekening Mandiri, segera untuk mendaftarkan, harus dan wajib punya nomor rekening bank Mandiri karena …",7 bulan lalu
Bank Mandiri Solo Sriwedari,Violly Eden paradaras,5 bintang,"Pelayanannya bagus ramah cepat jugaa, keren deh pokoknya",6 bulan lalu
Bank Mandiri Solo Sriwedari,Akbars,5 bintang,"Antrinya ga begitu rame😁😁
Parkir kurang begitu luas …",3 tahun lalu
Bank Mandiri Solo Sriwedari,Monica Rita,5 bintang,Pelayanannya bagus,sebulan lalu
Bank Mandiri Solo Sriwedari,Dyah vita,5 bintang,Pelayanan sangat ramah dan cepat,sebulan lalu
Bank Mandiri Solo Sriwedari,119_Taufik Safii Abdullah,5 bintang,Sangat membantu customer saat transaksi,sebulan lalu
Bank Mandiri Solo Sriwedari,Nanang Maulana,5 bintang,Alhamdulillah pelayanan baik dan profesional,sebulan lalu
Bank Mandiri Solo Sriwedari,Supri Yanto,2 bintang,"Teller tidak informatif,saat nasabah akan melakukan pembayaran tagihan perusahaan.sedangkan di kcp lain tellernya sangat menguasai dan sangat membantu.",9 bulan lalu
Bank Mandiri Solo Sriwedari,emerita surini,5 bintang,Pelayanan ramah n helpfull,sebulan lalu
Bank Mandiri Solo Sriwedari,dessy ayu,5 bintang,"Pelayananya bgus
Ramah2😊😊 …",sebulan lalu
Bank Mandiri Solo Sriwedari,Muti,5 bintang,"Pelayanan ramah, lumayan antri banyak kalau ke CS",setahun lalu
Bank Mandiri Solo Sriwedari,Raihan Mu'allim Fathoni,5 bintang,"Pelayananya bagus, ramah",sebulan lalu
Bank Mandiri Solo Sriwedari,Esa Riskiyanti,4 bintang,"Pelayan baik, tersedia banyak atm.
Tempat sejuk.",5 tahun lalu
Bank Mandiri Solo Sriwedari,yuvina bagtyaniva,5 bintang,"Pelayanannya baik, ramah2, kece2, tempatnya yg bersih dan nyaman, sukakkk 🤩🤩 …",7 bulan lalu
Bank Mandiri Solo Sriwedari,Surya Maulana,5 bintang,"Terima kasih mbak cs berhijab, ramah banget mbaknya, pelayanannya cepet, ramah, dan santun",7 bulan lalu
Bank Mandiri Solo Sriwedari,Aldila Fitri Radite Nur Maynawati,5 bintang,Rata2 bank Mandiri di Solo ga antri seperti Mandiri Sukoharjo. Good services.,setahun lalu
Bank Mandiri Solo Sriwedari,Ungkepan Rohimah,5 bintang,"Pelayanan cepat, TOP.",sebulan lalu
Bank Mandiri Solo Sriwedari,Erna Erfiana,2 bintang,"Antri pembayaran sangat lama,bank gede teler cuma 2,1 khusus setoran",setahun lalu
Bank Mandiri Solo Sriwedari,Budi Yono,5 bintang,Pelayanan ramah.,sebulan lalu
Bank Mandiri Solo Sriwedari,Dias Pabelian,5 bintang,Pelayanan ramah dan baik,sebulan lalu
Bank Mandiri Solo Sriwedari,Riana Putri,5 bintang,Pelayanan bagus,sebulan lalu
Bank Mandiri Solo Sriwedari,Lintang Prasetyani,5 bintang,"customer service sangat helpful dan ramah, security baik hati, overall pelayanan mantapp",7 bulan lalu
Bank Mandiri Solo Sriwedari,imay Susanti,5 bintang,Alhamdulillah untuk pelayanan ke customer memuaskan terima kasih,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Novan Achink,1 bintang,"Pelayanan agak buruk,tellernya lambat setoran ke teller uang koinnya cuma 3rb dikomplain suruh uang kertas semua nada bicaranya kurang sopan 👎🏻 …",3 minggu lalu
Bank Mandiri KCP Solo Veteran,Genta Aziz,5 bintang,Tempat sangat nyaman dan pegawai sangat sangat ramah❤️,9 bulan lalu
Bank Mandiri KCP Solo Veteran,Deyan Haryadi,5 bintang,Pelayanan sangat baik .. ramah sekali,sebulan lalu
Bank Mandiri KCP Solo Veteran,Sabrina Hafizahputri,5 bintang,"sangat bagus pelayanannya , orangnya ramah dan sopan 👍👍 …",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Anton Nugraha,5 bintang,"Cabangnya bagus, parkiran luas, AC nya dingin",7 bulan lalu
Bank Mandiri KCP Solo Veteran,ika hesti oktiawati,5 bintang,"Nyaman, pelayanannya memuaskan, orangn""nya welcame banget, ramah tamah jga, gak mandang pakaian baik dan jelek ttp dilyanin dengan baik",6 bulan lalu
Bank Mandiri KCP Solo Veteran,mbah Pinah,5 bintang,Pelayanan lgsg bagus dibantu mas satpam gercep,3 minggu lalu
Bank Mandiri KCP Solo Veteran,Yulia yulia,5 bintang,Service ramah..,3 minggu lalu
Bank Mandiri KCP Solo Veteran,Rooney Alcantara,5 bintang,"Parkiran luas , dkt Indomaret selalu ramai , security selalu standby",9 bulan lalu
Bank Mandiri KCP Solo Veteran,Mega Ayu syafira,5 bintang,Pegawai nya ramah2 dari security teller dan CS,3 minggu lalu
Bank Mandiri KCP Solo Veteran,Rizqi Karima Putri,5 bintang,Mantul pelayanannya 🙏🏻 …,sebulan lalu
Bank Mandiri KCP Solo Veteran,Hanna Cholil,5 bintang,"Ma syaa Allah' , pelayanan cepat dan sangat ramah , terimakasih kasih sangat memuaskan ,",7 bulan lalu
Bank Mandiri KCP Solo Veteran,Sulis Tiono,5 bintang,"Pelayanan ramah dan sangat mencerahkan serta edukatif,... Sukses selalu dan terus semangat",7 bulan lalu
Bank Mandiri KCP Solo Veteran,Masihwan Channel,5 bintang,"Teller ramah, pelayanan bagus",3 minggu lalu
Bank Mandiri KCP Solo Veteran,Utami Dyah,5 bintang,Pelayanan cepat dan baik juga rah,3 minggu lalu
Bank Mandiri KCP Solo Veteran,Gabriel Tyaga Nohan,5 bintang,Pelayanan oke,3 minggu lalu
Bank Mandiri KCP Solo Veteran,Nabila Nur Azzahra,5 bintang,"Pelayanannya bagus,pegawai dan staf nya ramah-ramah",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Nabiil Ikbaar,5 bintang,pelayanannya ramah sekali. mantab,7 bulan lalu
Bank Mandiri KCP Solo Veteran,Han Purnomo,5 bintang,Sangat baik pelayanannya,3 minggu lalu
Bank Mandiri KCP Solo Veteran,Fitriyani _tunjung teja,5 bintang,Rekomended banget cepat ga lama pokoknya mantep poll👍🏻👍🏻 …,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Nindia,5 bintang,"bersih bgt tempat nya, ini bank terjaga dengan baik dan pelayanannya juga oke…",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Tuan Duaempat,1 bintang,"Pelayanan buruk..soal kur,,ada yg mau ditanyakan dan butuh penjelasan malah muter2 gak jelas..gak mengedukasi..bahkan sampai wa yg kurang pantas..seharusnya kan pelayanan yg utama..bad sekali",setahun lalu
Bank Mandiri KCP Solo Veteran,Kho Silah,5 bintang,Saya belum pernah ke Bank Mandiri KCP tapi kata orang-orang pelayanannya ramah tempatnya juga bagus. Nanti saya coba ke Bank Mandiri KCP,6 bulan lalu
Bank Mandiri KCP Solo Veteran,herawati diana,5 bintang,Pelayanan memuaskan 👍👍👍 …,7 bulan lalu
Bank Mandiri KCP Solo Veteran,anggrita priscilasari,2 bintang,"saya ke sini siang tanggal 30/11/2023 mau tarik uang dengan cek. saya ditanyain satpam mau transaksi apa, saya bilang mau tarik tunai. satpamnya jawab ""ini lagi ada proses 57 transaksi dan cuma ada 1 teller kalau mau menunggu silahkan kalau …",setahun lalu
Bank Mandiri KCP Solo Veteran,Itha Yunita,5 bintang,"Sangat ramah, cepat dalam melayani. Semakin di pertahankan",7 bulan lalu
Bank Mandiri KCP Solo Veteran,riaa dinna,5 bintang,mudah dicari nya nih memang bagus👍🏻👍🏻 …,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Farida Safitri,3 bintang,Pelayanan CS nya lama,sebulan lalu
Bank Mandiri KCP Solo Veteran,Selamet Suharyadi,5 bintang,Pelayananny udh bagus dan ramah,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Endah Setyahati,5 bintang,Pelayanan ramah sekali top 👍 …,7 bulan lalu
Bank Mandiri KCP Solo Veteran,Julia choirunnisa,5 bintang,Memang terbaik banget dikasih rekomen dari temen,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Ulya Tsurayya,5 bintang,Bagus banget pelayanan nya disini,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Dwi Retnowati112,5 bintang,"Pelayanan okey, nyaman dan ramah.
Terimakasih bank mandiri veteran",6 bulan lalu
Bank Mandiri KCP Solo Veteran,shafaa,5 bintang,Kualitas nya ok nih bang worth it,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Marsya Salsabila,5 bintang,Lokasi nya strategis banget sih memang top,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Ary Syahriar,1 bintang,"Pelayanannya lumayan buruk.
Petugasnya bilang kalo RTGS perlu waktu 3 jam, tapi sampai hari ini jam 9.54 belum masuk ke rekening penerima. Padahal kirimnya kemarin jam 9 pagi. …",setahun lalu
Bank Mandiri KCP Solo Veteran,Aris Wiyono,5 bintang,Pelayanan ramah cepat..tq,7 bulan lalu
Bank Mandiri KCP Solo Veteran,Jarot Budi,5 bintang,Mikro nya pelayanannya ramah-ramah parkiran luas,9 bulan lalu
Bank Mandiri KCP Solo Veteran,Hunai Kiratul Mujasilah Hunai Kiratul Mujasilah,5 bintang,"Sangat oke, pelayanan sesuai prosedur",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Alfin Z,5 bintang,"Lokasi bersih bngt, rapi juga penataannya",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Nayla Rahma,5 bintang,Good banget sih ga salah pilih,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Ilham Firmansyah adi pratama,5 bintang,Makasih Bu yani cs. Pelayanan cepat. Ramah...,7 bulan lalu
Bank Mandiri KCP Solo Veteran,Kevin Turin,5 bintang,Pelayanannya baik dan tempatnya nyaman.,7 bulan lalu
Bank Mandiri KCP Solo Veteran,eko hery susanto,5 bintang,"Luas area parkirnya, bersih, CS sama Teller nya ramah",7 bulan lalu
Bank Mandiri KCP Solo Veteran,Dinda Tampubolon,5 bintang,"Ramah satpam nya, disini sih top👍 …",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Lutfianti Fajriyah,5 bintang,Top banget pantes selalu jadi andalan,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Zuriani Putri Cia,5 bintang,Bagus bgt memang pilihan yg tepat,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Thoriqul Haqi,5 bintang,Pelayanannya ramahhh..cepat...,9 bulan lalu
Bank Mandiri KCP Solo Veteran,Eva Kumala,1 bintang,"LAYANAN BURUK, SAAT MAU GANTI KARTU DIPERSULIT DAN DIBOHONGI. WAKTU MENUNGGU JUGA SANGAT LAMA PADAHAL TIDAK ADA YANG ANTRI. PANTAS SAJA SEPI, PELAYANANNYA CS BURUK 👎👎👎👎 …",setahun lalu
Bank Mandiri KCP Solo Veteran,Anditha Martasya,5 bintang,Mantap banget langganan memang sih,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Dinar,5 bintang,memang berkualitas banget si🤩🤩 …,6 bulan lalu
Bank Mandiri KCP Solo Veteran,NUR 07L,5 bintang,Klop banget nyaman tempat nya,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Oen Isnaini Gilang R.F,5 bintang,"Mbak tiara cs ramah sekali, rekomended bank mandiri top 👍 …",7 bulan lalu
Bank Mandiri KCP Solo Veteran,Resi 123,5 bintang,Tempat parkir nya luas nyaman si,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Karin Josephine Chandra,5 bintang,Okee banget sih andalan top,6 bulan lalu
Bank Mandiri KCP Solo Veteran,BANG TRI,5 bintang,"Selasa 21 februari pelayanan sangat ramah dari security langsung ditanya terus diarahkan dan di bantu untuk aktivasi buka rekening baru🙏CS nya juga ramah dan sopan👍pas keluar juga sempet diajak ngobrol sama scuritynya,,,terimakasih atas pelayananya🙏 …",2 tahun lalu
Bank Mandiri KCP Solo Veteran,Indri Astuti,5 bintang,Overall good baik pelayananya,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Ahzahra,5 bintang,Pelayanannya ramahh,9 bulan lalu
Bank Mandiri KCP Solo Veteran,Septi Anggraini,5 bintang,sangat membantuu toppp,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Bilqis Puspita,5 bintang,"Sangat okee, recommended",6 bulan lalu
Bank Mandiri KCP Solo Veteran,Siatafa Ayodya Asadina354,5 bintang,Mantab banget sangat rekomended,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Paquita Vernanda,1 bintang,"Bad sekali cs nya, sangat kasar dan tidak ramah. Bertanya dengan baik malah di jawab dg kata2 bernada agak tinggi. Heran bgt sama cs nya bikin nggk mood. Sangat jelek bgt pelayanan cs, untuk security nya baik pelayanan",2 tahun lalu
Bank Mandiri KCP Solo Veteran,syy fkaa,5 bintang,Top sih memang berkualitas,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Rasya,5 bintang,Joss banget memang andalan👍👍 …,6 bulan lalu
Bank Mandiri KCP Solo Veteran,fikhaya safa,5 bintang,Security nya baik dan ramah banget,6 bulan lalu
Bank Mandiri KCP Solo Veteran,suhaulya ramadhani,5 bintang,emang selalu top nih mantep,6 bulan lalu
Bank Mandiri KCP Solo Veteran,farid usman,5 bintang,"Bank mandiri kcp Veteran ,pelayanan bagus dan cepat
Cs nya ramah",5 tahun lalu
Bank Mandiri KCP Solo Veteran,Alyaa Rihhadatul,5 bintang,parkirnya luas bgt,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Yohana Sianturi,5 bintang,tempat nya bersih dan berkualitas,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Ardian Pradana,1 bintang,"3 November 2021 jam 13.00
Security tidak ramah, arogan, sok2an, main dorong2 pintu ke arah luar pas mau masuk, terus apa SOP pakai bahasa jawa ngoko kasar gitu ya? Dan setelah itu saya …",3 tahun lalu
Bank Mandiri KCP Solo Veteran,Lufia Fitri,5 bintang,Kesini bank nya bagus banget sih top,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Faiz Anindya,5 bintang,Sangat top sih juara memang,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Prizka Daniza Pryady,5 bintang,Salah satu bank yg recomend buat kalian,6 bulan lalu
Bank Mandiri KCP Solo Veteran,nadia rahayu,5 bintang,terjamin bgtt dan ga lama mesinnya,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Zalfa Nailah Putri,5 bintang,Memang top gaada duanya sih,6 bulan lalu
Bank Mandiri KCP Solo Veteran,rosy aulia,5 bintang,pelayanan CS bagus dan ramah. Sangat membantu,9 bulan lalu
Bank Mandiri KCP Solo Veteran,Amelia Fauzia,5 bintang,Sangat klop memang terbaik,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Putri Absedon,5 bintang,Kualitasnya oke banget top,6 bulan lalu
Bank Mandiri KCP Solo Veteran,kkoch rain,5 bintang,Ramah dan sopan profesional banget,6 bulan lalu
Bank Mandiri KCP Solo Veteran,Tomo Yanto,5 bintang,Tempat parkirnya luas dan pelayanan nya sangat sabar,9 bulan lalu
